n,regime,epsilon,minimax,renyi_converse,fano_converse
91,linear,0.01098901098901099,0.6934044818366004,0.5222761976485228,0.4273581454608919
92,linear,0.010869565217391304,0.6915058862715969,0.5187319153290723,0.4248948864429818
93,linear,0.010752688172043012,0.6895439791587546,0.5151850694256992,0.4224284504407365
94,linear,0.010638297872340425,0.6875300650629799,0.5116359768857102,0.4199589903821288
95,linear,0.010526315789473684,0.6855925624005548,0.5080849498189187,0.4174866525048716
96,linear,0.010416666666666666,0.6836488475785267,0.5045322956914043,0.4150115767010064
97,linear,0.010309278350515464,0.6816661823255898,0.5009783175066039,0.4125338968406185
98,linear,0.01020408163265306,0.679626652464622,0.49742331397462747,0.41005374107614045
99,linear,0.010101010101010102,0.6776974324562197,0.49386757967067857,0.40757123212858704
100,linear,0.01,0.6757331062399188,0.4903114051832398,0.405086487556959
101,linear,0.009900990099009901,0.6737230854638167,0.4867550772529095,0.4025996200119554
102,linear,0.00980392156862745,0.6716748461652589,0.48319887890231866,0.4001107374750529
103,linear,0.009708737864077669,0.6697354573368665,0.4796430895580155,0.39761994348392216
104,linear,0.009615384615384616,0.667760141220284,0.4760879851645712,0.3951273373450813
105,linear,0.009523809523809525,0.665737038773217,0.47253383829165646,0.3926330143346233
106,linear,0.009433962264150943,0.6636774237892533,0.46898091823453125,0.3901370658877845
107,linear,0.009345794392523364,0.6617251529913168,0.46542949110819204,0.3876395797780712
108,linear,0.009259259259259259,0.6597363883064864,0.46187981993591376,0.3851406402866071
109,linear,0.009174311926605505,0.6577118525454628,0.45833216473230287,0.38264032836231743
110,linear,0.00909090909090909,0.6556455737880771,0.45478678258129257,0.38013872177351926
111,linear,0.009009009009009009,0.6536675945475645,0.4512439277094857,0.3776358952514509
112,linear,0.008928571428571428,0.6516754407870013,0.4477038515550505,0.37513192062623446
113,linear,0.008849557522123894,0.6496485732212888,0.4441668028324873,0.3726268669557281
114,linear,0.008771929824561403,0.6475877110693965,0.44063302759352113,0.37012080064770025
115,linear,0.008695652173913044,0.6455665724192536,0.43710276928444836,0.36761378557572144
116,linear,0.008620689655172414,0.6435793496960226,0.4335762687999928,0.3651058831891464
117,linear,0.008547008547008548,0.6415556005411246,0.43005376453403754,0.36259715261753367
118,linear,0.00847457627118644,0.6395012921178052,0.426535492427406,0.36008765076982585
119,linear,0.008403361344537815,0.6374323859262069,0.423021686012809,0.35757743242859386
120,linear,0.008333333333333333,0.6354482303501771,0.41951257645716333,0.35506655033962664
121,linear,0.008264462809917356,0.633435273458376,0.4160083926015039,0.35255505529713205
122,linear,0.00819672131147541,0.6313902489668537,0.41250936099857344,0.3500429962247943
123,linear,0.008130081300813009,0.6293175934541028,0.4090157059482107,0.34753042025292247
124,linear,0.008064516129032258,0.6272864421188367,0.4055276495307597,0.3450173727919035
125,linear,0.008,0.6252859340733796,0.40204541163852336,0.3425038976021655
126,linear,0.007936507936507936,0.6232564009641105,0.3985692100054846,0.33999003686084095
127,linear,0.007874015748031496,0.6211986551764537,0.3950992602352747,0.33747583122530944
128,linear,0.0078125,0.6191164057822661,0.3916357758276411,0.3349613198937855
129,linear,0.007751937984496124,0.6171089431954107,0.38817896820331543,0.3324465406631124
130,linear,0.007692307692307693,0.6150973766259769,0.384729046727639,0.32993152998390773
131,linear,0.007633587786259542,0.613059128473051,0.3812862187327225,0.32741632301320023
132,linear,0.007575757575757576,0.6109958386097626,0.37785068953851086,0.3249009536646903
133,linear,0.007518796992481203,0.6089201917558585,0.3744226624725435,0.3223854546567553
134,linear,0.007462686567164179,0.6069122766314374,0.37100233888878537,0.31986985755831676
135,linear,0.007407407407407408,0.604896364652721,0.3675899181853247,0.31735419283267974
136,linear,0.007352941176470588,0.6028561235398774,0.36418559782111626,0.31483848987944396
137,linear,0.0072992700729927005,0.6007933912413892,0.36078957333189016,0.3123227770745879
138,linear,0.007246376811594203,0.5987200653318999,0.3574020383451647,0.30980708180881444
139,linear,0.007194244604316547,0.5967079744537424,0.35402318459442417,0.30729143052424457
140,linear,0.007142857142857143,0.5946935329140174,0.3506532019326607,0.30477584874954267
141,linear,0.0070921985815602835,0.5926570432222596,0.3472922783450911,0.3022603611335474
142,linear,0.007042253521126761,0.5906001206671246,0.3439405999612799,0.29974499147748324
143,linear,0.006993006993006993,0.5885266907685166,0.3405983510666907,0.2972297627658199
144,linear,0.006944444444444444,0.5865052062985862,0.33726571411347595,0.29471469719584564
145,linear,0.006896551724137931,0.5844969164754708,0.3339428697310287,0.2921998162060139
146,linear,0.00684931506849315,0.5824691005263845,0.33062999673562044,0.2896851405031242
147,linear,0.006802721088435374,0.5804225532269477,0.3273272721399983,0.2871706900883898
148,linear,0.006756756756756757,0.5783575487164694,0.3240348711621722,0.28465648428244483
149,linear,0.006711409395973154,0.5763174068408028,0.32075296723401936,0.28214254174934117
150,linear,0.006666666666666667,0.5743124269626881,0.3174817320093056,0.2796288805195801
151,linear,0.006622516556291391,0.572297509603787,0.3142213353715953,0.2771155180122252
152,linear,0.006578947368421052,0.5702653345855332,0.3109719454415255,0.2746024710561352
153,linear,0.006535947712418301,0.568216208850202,0.30773372858398235,0.27208975591036044
154,linear,0.006493506493506494,0.5661575886552634,0.30450684941490613,0.26957738828373756
155,linear,0.0064516129032258064,0.5641472803648118,0.3012914708077661,0.26706538335371965
156,linear,0.00641025641025641,0.5621458610206711,0.29808775389986775,0.2645537557844766
157,linear,0.006369426751592357,0.5601315526336859,0.2948958580983576,0.2620425197442955
158,linear,0.006329113924050633,0.5581016920042666,0.29171594108606963,0.25953168892231515
159,linear,0.006289308176100629,0.5560571456740047,0.288548158827093,0.2570212765446207
160,linear,0.00625,0.554020241185949,0.2853926655721579,0.25451129538972805
161,linear,0.006211180124223602,0.5520173113878636,0.282249613863964,0.25200175780348466
162,linear,0.006172839506172839,0.5500230095491788,0.27911915454214375,0.2494926757134095
163,linear,0.006134969325153374,0.5480153597439429,0.2760014367482656,0.24698406064249945
164,linear,0.006097560975609756,0.5459941590425796,0.27289660793062476,0.24447592372252125
165,linear,0.006060606060606061,0.543959834716404,0.2698048138488353,0.24196827570681423
166,linear,0.006024096385542169,0.5419367903386061,0.2667261985784698,0.23946112698262167
167,linear,0.005988023952095809,0.5399440497596034,0.26366090451548635,0.23695448758297089
168,linear,0.005952380952380952,0.5379576429995742,0.2606090723805724,0.2344483671981229
169,linear,0.005917159763313609,0.5359621574754919,0.25757084122339896,0.23194277518660633
170,linear,0.0058823529411764705,0.5339546144075114,0.25454634842687807,0.22943772058585532
171,linear,0.005847953216374269,0.5319355397686438,0.2515357297113116,0.2269332121224652
172,linear,0.005813953488372093,0.5299244727684077,0.24853911913832222,0.22442925822208415
173,linear,0.005780346820809248,0.5279368340341981,0.24555664911508313,0.22192586701895323
174,linear,0.005747126436781609,0.5259611374642061,0.24258845039819232,0.21942304636510923
175,linear,0.005714285714285714,0.5239816870544126,0.23963465209760806,0.21692080383926615
176,linear,0.005681818181818182,0.5219923174424915,0.23669538168065243,0.2144191467553842
177,linear,0.005649717514124294,0.519992708374964,0.2337707649757747,0.2119180821709432
178,linear,0.0056179775280898875,0.5179867738998493,0.2308609261765977,0.20941761689492677
179,linear,0.00558659217877095,0.5160094483357237,0.22796598784560299,0.20691775749553343
180,linear,0.005555555555555556,0.514043362799484,0.22508607091813307,0.20441851030762337
181,linear,0.0055248618784530384,0.5120817410020916,0.22222129470614344,0.20191988143990958
182,linear,0.005494505494505495,0.5101139947512261,0.2193717769021293,0.19942187678190637
183,linear,0.00546448087431694,0.5081374810257796,0.2165376335829317,0.1969245020106416
184,linear,0.005434782608695652,0.5061523457774623,0.2137189792136521,0.19442776259714323
185,linear,0.005405405405405406,0.5041749465196483,0.21091592665147382,0.19193166381270899
186,linear,0.005376344086021506,0.50221828985793,0.20812858714963495,0.18943621073496675
187,linear,0.0053475935828877,0.5002703608218503,0.20535707036130382,0.18694140825373218
188,linear,0.005319148936170213,0.49832476631240424,0.20260148434347963,0.18444726107667475
189,linear,0.005291005291005291,0.49637418336096606,0.19986193556110948,0.1819537737347956
190,linear,0.005263157894736842,0.49441624186278177,0.1971385288909342,0.1794609505877265
191,linear,0.005235602094240838,0.49245106319740245,0.1944313676255359,0.1769687958288555
192,linear,0.005208333333333333,0.49050051028886066,0.19174055347754881,0.1744773134902856
193,linear,0.0051813471502590676,0.4885619820754723,0.1890661865835701,0.17198650744763389
194,linear,0.005154639175257732,0.48663180717538024,0.18640836550841625,0.16949638142467438
195,linear,0.005128205128205128,0.4847059263440808,0.18376718724925606,0.16700693899783337
196,linear,0.00510204081632653,0.4827774002593338,0.1811427472398839,0.16451818360053994
197,linear,0.005076142131979695,0.4808428145854723,0.1785351393548852,0.16203011852743765
198,linear,0.005050505050505051,0.47890219789703203,0.17594445591408475,0.15954274693846426
199,linear,0.005025125628140704,0.47697214351338496,0.1733707876867699,0.15705607186280035
200,linear,0.005,0.47505072401688675,0.17081422389620995,0.15457009620269513
201,linear,0.004975124378109453,0.47313936648861626,0.16827485222404184,0.15208482273717183
202,linear,0.0049504950495049506,0.4712382411806666,0.16575275881482862,0.1496002541256174
203,linear,0.0049261083743842365,0.46933521899893504,0.1632480282804868,0.14711639291125989
204,linear,0.004901960784313725,0.46742785983591695,0.1607607437051502,0.1446332415245397
205,linear,0.004878048780487805,0.4655156650214604,0.1582909866495794,0.142150802286375
206,linear,0.0048543689320388345,0.4636004770491705,0.15583883715601754,0.13966907741132695
207,linear,0.004830917874396135,0.4617063734410229,0.15340437375292115,0.13718806901066927
208,linear,0.004807692307692308,0.45981906118615923,0.15098767345985545,0.13470777909536236
209,linear,0.004784688995215311,0.4579353412478939,0.1485888117922263,0.13222820957893777
210,linear,0.004761904761904762,0.45605665267586426,0.14620786276639602,0.12974936228029543
211,linear,0.004739336492890996,0.4541792544585825,0.14384489890462301,0.12727123892641568
212,linear,0.0047169811320754715,0.4522985916042339,0.1414999912400473,0.12479384115498982
213,linear,0.004694835680751174,0.45041422625764016,0.1391732093218726,0.12231717051697266
214,linear,0.004672897196261682,0.44853688381338325,0.13686462122051982,0.11984122847905698
215,linear,0.004651162790697674,0.44666322508983797,0.13457429353292275,0.11736601642607669
216,linear,0.004629629629629629,0.44480849185802934,0.13230229138767122,0.11489153566333588
217,linear,0.004608294930875576,0.442955357030313,0.13004867845046977,0.11241778741887087
218,linear,0.0045871559633027525,0.44110433826185125,0.1278135169295257,0.10994477284564541
219,linear,0.0045662100456621,0.43925617072468004,0.12559686758095492,0.10747249302368023
220,linear,0.004545454545454545,0.43740661280958976,0.12339878971438864,0.1050009489621212
221,linear,0.004524886877828055,0.435554507458438,0.12121934119844108,0.10253014160124685
222,linear,0.0045045045045045045,0.4337107667605508,0.11905857846644136,0.10006007181441756
223,linear,0.004484304932735426,0.43186842499292627,0.1169165565220455,0.0975907404099674
224,linear,0.004464285714285714,0.43003821978763107,0.1147933289450995,0.0951221481330421
225,linear,0.0044444444444444444,0.4282173800353462,0.1126889478972594,0.09265429566738415
226,linear,0.004424778761061947,0.42639622760588164,0.11060346412803641,0.09018718363706557
227,linear,0.004405286343612335,0.4245795210114761,0.10853692698061888,0.0877208126081721
228,linear,0.0043859649122807015,0.42276448968517955,0.10648938439779929,0.08525518309043856
229,linear,0.004366812227074236,0.4209481186308806,0.10446088292818347,0.08279029553883765
230,linear,0.004347826086956522,0.41913541195846754,0.10245146773210478,0.08032615035512414
231,linear,0.004329004329004329,0.4173261590005159,0.1004611825877615,0.07786274788933512
232,linear,0.004310344827586207,0.415525398908679,0.0984900698974791,0.07540008844124713
233,linear,0.004291845493562232,0.4137362484719979,0.0965381706939745,0.07293817226179333
234,linear,0.004273504273504274,0.4119452171939616,0.09460552464658321,0.07047699955444053
235,linear,0.00425531914893617,0.41016085302229777,0.09269217006764942,0.06801657047652676
236,linear,0.00423728813559322,0.4083828359423087,0.09079814391891497,0.06555688514056335
237,linear,0.004219409282700422,0.4066035273383342,0.0889234818179372,0.0630979436154987
238,linear,0.004201680672268907,0.4048247628682218,0.08706821804465446,0.06063974592794852
239,linear,0.0041841004184100415,0.4030492762949641,0.08523238554792746,0.05818229206339132
240,linear,0.004166666666666667,0.4012832245015672,0.08341601595209436,0.05572558196733035
241,linear,0.004149377593360996,0.3995247319797724,0.08161913956362483,0.05326961554642495
242,linear,0.004132231404958678,0.3977625122451116,0.07984178537796681,0.0508143926695892
243,linear,0.00411522633744856,0.3960164942450503,0.07808398108596129,0.04835991316906141
244,linear,0.004098360655737705,0.3942712956310584,0.07634575308105326,0.04590617684144471
245,linear,0.004081632653061225,0.39252712044591814,0.07462712646582137,0.043453183448717514
246,linear,0.0040650406504065045,0.39078922964739604,0.0729281250589501,0.04100093271921912
247,linear,0.004048582995951417,0.3890516187592934,0.07124877140216175,0.038549424348605754
248,linear,0.004032258064516129,0.38731935361526504,0.06958908676724353,0.036098658000782935
249,linear,0.004016064257028112,0.38559154561866865,0.06794909116294952,0.03364863330881107
250,linear,0.004,0.38386517332969994,0.06632880334219914,0.031199349875788318
251,linear,0.00398406374501992,0.38215446071509196,0.0647282408089467,0.02875080727570789
252,linear,0.003968253968253968,0.3804383812257995,0.06314741982564345,0.026303005054293394
253,linear,0.003952569169960474,0.3787337784098895,0.06158635542013663,0.02385594272981162
254,linear,0.003937007874015748,0.37703338519567947,0.06004506139297293,0.0214096197938638
255,linear,0.00392156862745098,0.3753326000877497,0.0585235503247175,0.018964035712155214
256,linear,0.00390625,0.37363986640045016,0.05702183358319778,0.016519189925245037
257,linear,0.0038910505836575876,0.37194627172162664,0.05553992133077078,0.014075081849275861
258,linear,0.003875968992248062,0.37026275132770675,0.05407782253183234,0.011631710876683243
259,linear,0.003861003861003861,0.3685803721644729,0.052635544960025926,0.009189076376888372
260,linear,0.0038461538461538464,0.3669009192317243,0.05121309520596625,0.006747177696970641
261,linear,0.0038314176245210726,0.3652348164800047,0.04981047868434152,0.004306014162323013
262,linear,0.003816793893129771,0.3635624593507378,0.048427699641714804,0.0018655850772903992
263,linear,0.0038022813688212928,0.3619063800313523,0.047064761163899765,0.0
264,linear,0.003787878787878788,0.3602494534697219,0.04572166518354427,0.0
265,linear,0.0037735849056603774,0.35859451266080944,0.044398412487828505,0.0
266,linear,0.0037593984962406013,0.3569502510933829,0.04309500272593285,0.0
267,linear,0.003745318352059925,0.3553023241390147,0.04181143441679895,0.0
268,linear,0.0037313432835820895,0.35366839610626455,0.04054770495675607,0.0
269,linear,0.0037174721189591076,0.352028457013462,0.03930381062721989,0.0
270,linear,0.003703703703703704,0.35040287957961924,0.03807974660252307,0.0
271,linear,0.0036900369003690036,0.3487785263096805,0.03687550695757031,0.0
272,linear,0.003676470588235294,0.34715415271498035,0.03569108467559525,0.0
273,linear,0.003663003663003663,0.34554572600464806,0.034526471656105034,0.0
274,linear,0.0036496350364963502,0.34393063127959983,0.03338165872260443,0.0
275,linear,0.0036363636363636364,0.3423305629790846,0.03225663563040454,0.0
276,linear,0.0036231884057971015,0.34072870036508596,0.031151391074607827,0.0
277,linear,0.0036101083032490976,0.339132298830171,0.030065912697972794,0.0
278,linear,0.0035971223021582736,0.33754429438285366,0.02900018709880254,0.0
279,linear,0.0035842293906810036,0.33595172474733126,0.027954199838780683,0.0
280,linear,0.0035714285714285713,0.3343777271086306,0.026927935451147807,0.0
281,linear,0.0035587188612099642,0.332792369363279,0.025921377448431357,0.0
282,linear,0.0035460992907801418,0.3312287417930313,0.02493450833058435,0.0
283,linear,0.0035335689045936395,0.3296584666384929,0.02396730959290808,0.0
284,linear,0.0035211267605633804,0.328097831602748,0.023019761734108354,0.0
285,linear,0.0035087719298245615,0.3265427198112125,0.02209184426423451,0.0
286,linear,0.0034965034965034965,0.3249860040197451,0.02118353571292513,0.0
287,linear,0.003484320557491289,0.32344505596577916,0.02029481363716736,0.0
288,linear,0.003472222222222222,0.3218958634588342,0.019425654629581124,0.0
289,linear,0.0034602076124567475,0.3203654879288871,0.018576034326351222,0.0
290,linear,0.0034482758620689655,0.3188275963294754,0.01774592741554116,0.0
291,linear,0.003436426116838488,0.3173040692775777,0.01693530764488516,0.0
292,linear,0.003424657534246575,0.3157796737510629,0.016144147830093346,0.0
293,linear,0.0034129692832764505,0.3142609519202972,0.015372419862849903,0.0
294,linear,0.003401360544217687,0.312750261282171,0.014620094719098604,0.0
295,linear,0.003389830508474576,0.3112363902018328,0.01388714246692168,0.0
296,linear,0.0033783783783783786,0.30973964772165996,0.013173532274903869,0.0
297,linear,0.003367003367003367,0.30823391778110265,0.012479232420071002,0.0
298,linear,0.003355704697986577,0.3067480140699027,0.011804210296183086,0.0
299,linear,0.0033444816053511705,0.305255507561089,0.011148432421843811,0.0
300,linear,0.0033333333333333335,0.3037754288874821,0.010511864448540057,0.0
