n,regime,epsilon,minimax,legacy_converse,continuous_converse,absolute_improvement,legacy_selected_branch,legacy_selected_order,continuous_selected_branch,continuous_selected_order,legacy_reverse,continuous_reverse,reverse_absolute_improvement,legacy_reverse_order,continuous_reverse_order,continuous_reverse_a,continuous_reverse_objective,continuous_reverse_endpoint,continuous_reverse_adjacent_mesh_best,legacy_forward,continuous_forward,forward_absolute_improvement,legacy_forward_order,continuous_forward_order,continuous_forward_a,continuous_forward_log_bound,continuous_forward_endpoint,continuous_forward_adjacent_mesh_best,minimax_minus_continuous_converse
64,linear,0.015625,0.7436725668493221,0.6156468504886599,0.6156617472818776,1.4896793217755722e-05,reverse,1.923076923076923,reverse,1.9149803459251558,0.6156468504886599,0.6156617472818776,1.4896793217755722e-05,1.923076923076923,1.9149803459251558,0.4778014290706023,0.9562322476761423,finite,0.6156468504886599,0.25688375263729557,0.2568850194051664,1.2667678708222496e-06,1.1235955056179776,1.122829585387772,0.10939290074490898,-1.3591266895086964,finite,0.25688375263729557,0.12801081956744453
65,constant,0.01,0.7923510248975766,0.6857780533463591,0.6857781081057128,5.475935371812568e-08,reverse,2.0,reverse,1.9994498817751336,0.6857780533463591,0.6857781081057128,5.475935371812568e-08,2.0,1.9994498817751336,0.4998624326046177,1.1576558805582502,finite,0.6857780533463592,0.26701996128435207,0.2670275498774967,7.5885931446473265e-06,1.0989010989010988,1.0972713763462756,0.08864842229838568,-1.320403442843108,finite,0.26701996128435207,0.10657291679186376
65,linear,0.015384615384615385,0.7418681785035695,0.6122645734314707,0.6123329565706106,6.8383139139927e-05,reverse,1.8867924528301885,reverse,1.903763260881764,0.6122645734314707,0.6123329565706106,6.8383139139927e-05,1.8867924528301885,1.903763260881764,0.4747246043939145,0.947608443259167,finite,0.6122645734314707,0.25260927827739427,0.2526246755253297,1.539724793542252e-05,1.1235955056179776,1.120923632385676,0.10787856450872806,-1.3758503876715285,finite,0.25260927827739427,0.12953522193295886
66,constant,0.01,0.7890425952162786,0.6801942209856644,0.6802406544344684,4.643344880395084e-05,reverse,2.0,reverse,1.9842425668387305,0.6801942209856644,0.6802406544344684,4.643344880395084e-05,2.0,1.9842425668387305,0.4960293581478866,1.1401866112238588,finite,0.6801942209856645,0.2621002559227354,0.26211628120056085,1.6025277825459927e-05,1.0989010989010988,1.096528966636944,0.08803138774618838,-1.3389670523044295,finite,0.2621002559227354,0.10880194078181027
66,linear,0.015151515151515152,0.7401635117435643,0.608981193228119,0.6089898923345899,8.699106470833051e-06,reverse,1.8867924528301885,reverse,1.8927732190041908,0.608981193228119,0.6089898923345899,8.699106470833051e-06,1.8867924528301885,1.8927732190041908,0.4716746887796145,0.9390218685242222,finite,0.608981193228119,0.2483890930887749,0.24843308788543006,4.399479665515016e-05,1.1235955056179776,1.1190760466255456,0.1064056790283437,-1.3925817337460598,finite,0.2483890930887749,0.13117361940897443
67,constant,0.01,0.7857183733566646,0.6746776970726254,0.6746922825171233,1.4585444497949851e-05,reverse,1.9607843137254901,reverse,1.969385460983096,0.6746776970726254,0.6746922825171233,1.4585444497949851e-05,1.9607843137254901,1.969385460983096,0.4922273877756715,1.12298372158235,finite,0.6746776970726256,0.2572711936004207,0.25729842887335075,2.7235272930026255e-05,1.0989010989010988,1.0958031515484337,0.08742733712077597,-1.3575186659184808,finite,0.2572711936004207,0.11102609083954129
67,linear,0.014925373134328358,0.7384202772406905,0.6056274547872291,0.6056331698717298,5.7150845006459505e-06,reverse,1.8867924528301885,reverse,1.8820021461250338,0.6056274547872291,0.6056331698717298,5.7150845006459505e-06,1.8867924528301885,1.8820021461250338,0.46865097786473864,0.9304737618992858,finite,0.6056274547872291,0.24422360425635606,0.24430926349643917,8.565924008310799e-05,1.1235955056179776,1.1172839885379982,0.10497240606792194,-1.4093203829091319,finite,0.24422360425635606,0.1327871073689607
68,constant,0.01,0.7824040354343597,0.669126636951187,0.6691337699973995,7.133046212470795e-06,reverse,1.9607843137254901,reverse,1.9548651320864523,0.669126636951187,0.6691337699973995,7.133046212470795e-06,1.9607843137254901,1.9548651320864523,0.4884557591281566,1.1060411242561878,finite,0.6691266369511872,0.25253110426605946,0.25257209373329326,4.098946723379848e-05,1.0989010989010988,1.0950936001671498,0.08683604776124629,-1.3760585512839105,finite,0.25253110426605946,0.11327026543696017
68,linear,0.014705882352941176,0.7365930032752929,0.6022032996637273,0.6022633820535831,6.008238985577563e-05,reverse,1.8867924528301885,reverse,1.8714428092999722,0.6022032996637273,0.6022633820535831,6.008238985577563e-05,1.8867924528301885,1.8714428092999722,0.46565292028664357,0.9219652567138414,finite,0.6022032996637273,0.24020524626531797,0.24025221520436252,4.696893904454491e-05,1.1111111111111112,1.1155451245888297,0.10357727539835516,-1.4260660107606633,finite,0.24020524626531797,0.13432962122170977
69,constant,0.01,0.7790973842037516,0.6634995520814047,0.6635658904867074,6.633840530279045e-05,reverse,1.923076923076923,reverse,1.9406688342691476,0.6634995520814047,0.6635658904867074,6.633840530279045e-05,1.923076923076923,1.9406688342691476,0.4847137325330428,1.0893529603240977,finite,0.6634995520814049,0.24787834863813957,0.24793542093166068,5.7072293521115425e-05,1.0989010989010988,1.094399523577225,0.08625691216372662,-1.3945869661960937,finite,0.24787834863813957,0.11553149371704419
69,linear,0.014492753623188406,0.7348683458917027,0.5988584090076887,0.5988811008882544,2.2691880565695044e-05,reverse,1.8518518518518516,reverse,1.861087951529428,0.5988584090076887,0.5988811008882544,2.2691880565695044e-05,1.8518518518518516,1.861087951529428,0.4626798807771511,0.9134973891118554,finite,0.5988584090076888,0.23624298413051495,0.23626096243736494,1.7978306849991688e-05,1.1111111111111112,1.1138570736473503,0.10221874631951006,-1.4428183118335374,finite,0.23624298413051495,0.13598724500344828
70,constant,0.01,0.775840719044134,0.6579863734247118,0.6579894134211157,3.0399964039418137e-06,reverse,1.923076923076923,reverse,1.9267848190565,0.6579863734247118,0.6579894134211157,3.0399964039418137e-06,1.923076923076923,1.9267848190565,0.4810006856449721,1.0729135874896067,finite,0.6579863734247119,0.24331131763806724,0.2433865985913511,7.528095328385165e-05,1.0989010989010988,1.093720401505933,0.08568954311987795,-1.4131041591419307,finite,0.24331131763806724,0.11785130562301827
70,linear,0.014285714285714285,0.7330237495809996,0.5954866480617682,0.5954868789495724,2.3088780420899013e-07,reverse,1.8518518518518516,reverse,1.8509308144715333,0.5954866480617682,0.5954868789495724,2.3088780420899013e-07,1.8518518518518516,1.8509308144715333,0.4597312918551663,0.9050711053077594,finite,0.5954866480617682,0.23233161908552613,0.23233453186452668,2.9127790005523124e-06,1.1111111111111112,1.1122176075487076,0.10089537046264863,-1.4595769982321822,finite,0.23233161908552613,0.13753687063142717
71,constant,0.01,0.7724914345913967,0.6523828675809715,0.6524051039247054,2.22363437338835e-05,reverse,1.923076923076923,reverse,1.9132015482818456,0.6523828675809715,0.6524051039247054,2.22363437338835e-05,1.923076923076923,1.9132015482818456,0.47731591535766216,1.0567175690263924,finite,0.6523828675809716,0.2388284318336936,0.23892385652331066,9.542468961706851e-05,1.0989010989010988,1.0930556749475482,0.08513351797200419,-1.4316103697644993,finite,0.2388284318336936,0.12008633066669128
71,linear,0.014084507042253521,0.7312237584161135,0.5920482464488106,0.5920812506856274,3.3004236816847055e-05,reverse,1.8518518518518516,reverse,1.8409651197266592,0.5920482464488106,0.5920812506856274,3.3004236816847055e-05,1.8518518518518516,1.8409651197266592,0.45680665576734175,0.8966872682470646,finite,0.5920482464488106,0.22847139651069595,0.22847195797544742,5.614647514695648e-07,1.1111111111111112,1.1106246803894873,0.09960581854771319,-1.4763417983869715,finite,0.22847139651069595,0.1391425077304861
72,constant,0.01,0.7691487931139229,0.6467725024916067,0.6468137226788672,4.122018726049337e-05,reverse,1.8867924528301885,reverse,1.899908171560634,0.6467725024916067,0.6468137226788672,4.122018726049337e-05,1.8867924528301885,1.899908171560634,0.47365877205603363,1.040759663438781,finite,0.6467725024916068,0.2344515493780053,0.23454546499873544,9.391562073013393e-05,1.0869565217391304,1.0924049372558755,0.08458853864941057,-1.4501058292965936,finite,0.2344515493780053,0.12233507043505576
72,linear,0.013888888888888888,0.7294273094504397,0.5886156766922719,0.5886647336181994,4.905692592749311e-05,reverse,1.8181818181818181,reverse,1.8311843380890067,0.5886156766922719,0.5886647336181994,4.905692592749311e-05,1.8181818181818181,1.8311843380890067,0.45390533372321035,0.8883466637264247,finite,0.5886156766922719,0.22466248473513095,0.2246722835888286,9.79885369764566e-06,1.1111111111111112,1.109076393654416,0.09834885520825881,-1.4931124559132436,finite,0.22466248473513095,0.14076257583224028
73,constant,0.01,0.7658156807043127,0.6412160232275564,0.6412160257972663,2.569709889321814e-09,reverse,1.8867924528301885,reverse,1.886894478026881,0.6412160232275564,0.6412160257972663,2.569709889321814e-09,1.8867924528301885,1.886894478026881,0.470028657328153,1.0250348147818134,finite,0.6412160232275566,0.2301768399572393,0.23024973357260628,7.289361536697014e-05,1.0869565217391304,1.0917676374822163,0.08405418362999514,-1.4685907609696214,finite,0.2301768399572393,0.12459965490704639
73,linear,0.0136986301369863,0.7275749092970546,0.5852343975546901,0.5852378294434163,3.431888726201926e-06,reverse,1.8181818181818181,reverse,1.8215829654363627,0.5852343975546901,0.5852378294434163,3.431888726201926e-06,1.8181818181818181,1.8215829654363627,0.45102692604481587,0.8800500060224479,finite,0.5852343975546901,0.2209049815667985,0.22093456029737563,2.9578730577128898e-05,1.1111111111111112,1.107570915196217,0.09712327555762859,-1.5098887285644866,finite,0.2209049815667985,0.1423370798536383
74,constant,0.01,0.7625126568897196,0.6355721372298018,0.635612764706115,4.0627476313281896e-05,reverse,1.8867924528301885,reverse,1.8741507235312305,0.6355721372298018,0.635612764706115,4.0627476313281896e-05,1.8867924528301885,1.8741507235312305,0.4664249852243348,1.009538143589995,finite,0.6355721372298019,0.22598007048048505,0.22603500995670506,5.493947622001172e-05,1.0869565217391304,1.091143313155225,0.08353010283467605,-1.4870653803945153,finite,0.22598007048048505,0.12689989218360453
74,linear,0.013513513513513514,0.725711449757948,0.5817900097842899,0.5818010250429214,1.1015258631563718e-05,reverse,1.8181818181818181,reverse,1.8121551341185909,0.5817900097842899,0.5818010250429214,1.1015258631563718e-05,1.8181818181818181,1.8121551341185909,0.4481708650808269,0.8717979430736336,finite,0.58179000978429,0.21719892029144958,0.21725784885542868,5.892856397909929e-05,1.1111111111111112,1.106106276738529,0.09592774127581533,-1.5266703872709302,finite,0.21719892029144958,0.14391042471502657
75,constant,0.01,0.759225011117911,0.629978989184307,0.6300046860295132,2.5696845206257812e-05,reverse,1.8518518518518516,reverse,1.8616676108689088,0.629978989184307,0.6300046860295132,2.5696845206257812e-05,1.8518518518518516,1.8616676108689088,0.46284718380352374,0.9942649383686982,finite,0.6299789891843071,0.2218598198839287,0.22189967893795484,3.9859054026147867e-05,1.0869565217391304,1.0905315676753482,0.0830159991318101,-1.5055298959218106,finite,0.2218598198839287,0.12922032508839776
75,linear,0.013333333333333334,0.7239052644752062,0.5782823612366406,0.5783547934137744,7.243217713381878e-05,reverse,1.8181818181818181,reverse,1.8028955957838049,0.5782823612366406,0.5783547934137744,7.243217713381878e-05,1.8181818181818181,1.8028955957838049,0.4453367114886914,0.8635910612551444,finite,0.5782823612366406,0.213553170301333,0.2136412195150255,8.804921369248708e-05,1.0989010989010988,1.104681124370234,0.09476139499524025,-1.5434572152558172,finite,0.213553170301333,0.14555047106143182
76,constant,0.01,0.7558627641607915,0.6243909304144889,0.6243925314795619,1.601065072964758e-06,reverse,1.8518518518518516,reverse,1.8494363061754882,0.6243909304144889,0.6243925314795619,1.601065072964758e-06,1.8518518518518516,1.8494363061754882,0.4592947069002155,0.979210647606,finite,0.624390930414489,0.21781469301373602,0.2178421613402162,2.746832648017894e-05,1.0869565217391304,1.0899319448343396,0.08251152309147934,-1.5239845089792192,finite,0.21781469301373602,0.1314702326812296
76,linear,0.013157894736842105,0.7220715329596511,0.5748785100145304,0.5748995945244766,2.1084509946200924e-05,reverse,1.7857142857142856,reverse,1.7937993012576818,0.5748785100145304,0.5748995945244766,2.1084509946200924e-05,1.7857142857142856,1.7937993012576818,0.4425240330404452,0.8554298897822242,finite,0.5748785100145305,0.21003307050684586,0.21008375231561446,5.068180876860451e-05,1.0989010989010988,1.1032936553602564,0.09362299407633956,-1.5602490072219002,finite,0.21003307050684586,0.1471719384351745
77,constant,0.01,0.7525111817572291,0.6187184807590125,0.6187770377510566,5.855699204415643e-05,reverse,1.8518518518518516,reverse,1.8374484755907643,0.6187184807590125,0.6187770377510566,5.855699204415643e-05,1.8518518518518516,1.8374484755907643,0.45576705236401976,0.9643708722666612,finite,0.6187184807590126,0.21384332015364088,0.21386091302679608,1.7592873155197752e-05,1.0869565217391304,1.089344071684969,0.08201639317389761,-1.5424294143894017,finite,0.21384332015364088,0.13373414400617245
77,linear,0.012987012987012988,0.7201452229831954,0.5714356362663648,0.5714358761038244,2.398374595591335e-07,reverse,1.7857142857142856,reverse,1.7848610985562519,0.5714356362663648,0.5714358761038244,2.398374595591335e-07,1.7857142857142856,1.7848610985562519,0.4397323126102723,0.8473149047747153,finite,0.5714356362663648,0.20656032532768048,0.2065845373322619,2.421200458141426e-05,1.0989010989010988,1.1019425528739397,0.09251167641005134,-1.5770455686006022,finite,0.20656032532768048,0.14870934687937098
78,constant,0.01,0.7491498287264114,0.6131422441904386,0.613158936420511,1.66922300723904e-05,reverse,1.8181818181818181,reverse,1.8256958982590024,0.6131422441904386,0.613158936420511,1.66922300723904e-05,1.8181818181818181,1.8256958982590024,0.4522636541202684,0.9497413587330362,finite,0.6131422441904388,0.2099443565611469,0.20995442394139024,1.0067380243339308e-05,1.0869565217391304,1.088767561387018,0.08153031421503233,-1.56086480066936,finite,0.2099443565611469,0.13599089230590045
78,linear,0.01282051282051282,0.7183386414770031,0.5679328143140194,0.567964074368499,3.1260054479620436e-05,reverse,1.7857142857142856,reverse,1.7760763654403278,0.5679328143140194,0.567964074368499,3.1260054479620436e-05,1.7857142857142856,1.7760763654403278,0.43696114679614106,0.8392465330116963,finite,0.5679328143140195,0.2031349136940197,0.20314267488585552,7.761191835820025e-06,1.0989010989010988,1.1006263440558204,0.09142643604641616,-1.5938467148610318,finite,0.2031349136940197,0.15037456710850405
79,constant,0.01,0.7458420080297106,0.6075340660859687,0.6075389538493629,4.887763394134659e-06,reverse,1.8181818181818181,reverse,1.8141709456725033,0.6075340660859687,0.6075389538493629,4.887763394134659e-06,1.8181818181818181,1.8141709456725033,0.4487840286576161,0.9353179921609157,finite,0.6075340660859688,0.20611648201218571,0.2061212171853874,4.735173201680931e-06,1.0869565217391304,1.088202020876024,0.08105298389817313,-1.5792908503125582,finite,0.20611648201218571,0.13830305418034772
79,linear,0.012658227848101266,0.71646378052558,0.5644249886442219,0.564484614694785,5.962605056308856e-05,reverse,1.7543859649122808,reverse,1.7674408082552784,0.5644249886442219,0.564484614694785,5.962605056308856e-05,1.7543859649122808,1.7674408082552784,0.4342101894845657,0.8312251554026538,finite,0.5644249886442219,0.19975676702502812,0.1997572757195962,5.086945680798927e-07,1.0989010989010988,1.0993436488475803,0.09036632808287036,-1.6106522708709543,finite,0.19975676702502812,0.15197916583079507
80,constant,0.01,0.7425377681716976,0.6018445876555285,0.6019178110911055,7.322343557703004e-05,reverse,1.8181818181818181,reverse,1.8028663990873095,0.6018445876555285,0.6019178110911055,7.322343557703004e-05,1.8181818181818181,1.8028663990873095,0.4453277289397351,0.9210967902206625,finite,0.6018445876555286,0.20235840035407707,0.2023598481296373,1.44777556024267e-06,1.0869565217391304,1.0876472510087278,0.08058426197228936,-1.5977077400546444,finite,0.20235840035407707,0.14061995708059205
80,linear,0.0125,0.7145241588993864,0.560990473577452,0.5609979122392764,7.43866182439934e-06,reverse,1.7543859649122808,reverse,1.7589497433313865,0.560990473577452,0.5609979122392764,7.43866182439934e-06,1.7543859649122808,1.7589497433313865,0.43147892440290164,0.8232511101990859,finite,0.560990473577452,0.19642577320697716,0.19642746114503107,1.687938053912541e-06,1.0989010989010988,1.0980932448737404,0.08933052391649964,-1.6274620703053224,finite,0.19642577320697716,0.15352624666010994
81,constant,0.01,0.7391821004765763,0.5962842306805116,0.5962962238023076,1.1993121796005646e-05,reverse,1.7857142857142856,reverse,1.791775174729276,0.5962842306805116,0.5962962238023076,1.1993121796005646e-05,1.7857142857142856,1.791775174729276,0.4418942654727357,0.9070738971969817,finite,0.5962842306805118,0.19866883906664007,0.19866890355861092,6.449197084701375e-08,1.0869565217391304,1.0871026901371503,0.0801237002974956,-1.6161156411250757,finite,0.19866883906664007,0.14288587667426866
81,linear,0.012345679012345678,0.7126749219109026,0.5574991454610547,0.5575043725129467,5.227051891987244e-06,reverse,1.7543859649122808,reverse,1.7505992200685692,0.5574991454610547,0.5575043725129467,5.227051891987244e-06,1.7543859649122808,1.7505992200685692,0.4287670252927275,0.8153246959681644,finite,0.5574991454610547,0.19314178026890216,0.19315236316026038,1.0582891358218438e-05,1.0989010989010988,1.0968739955962206,0.08831825349598461,-1.6442759550999577,finite,0.19314178026890216,0.15517054939795594
82,constant,0.01,0.7358370338165742,0.5906671038771161,0.5906749021572295,7.798280113435752e-06,reverse,1.7857142857142856,reverse,1.7808906859746576,0.5906671038771161,0.5906749021572295,7.798280113435752e-06,1.7857142857142856,1.7808906859746576,0.43848322197680917,0.8932455784221737,finite,0.5906671038771162,0.1950465488313064,0.1950470008456061,4.520142997122001e-07,1.0869565217391304,1.0865682480085743,0.07967124768023892,-1.6345147194839813,finite,0.1950465488313064,0.14516213165934466
82,linear,0.012195121951219513,0.7107906717934905,0.5539508169302875,0.5540043919124509,5.357498216340684e-05,reverse,1.7543859649122808,reverse,1.7423852454548507,0.5539508169302875,0.5540043919124509,5.357498216340684e-05,1.7543859649122808,1.7423852454548507,0.4260741115613904,0.807446174347892,finite,0.5539508169302875,0.18990459978043422,0.1899311245433704,2.652476293618644e-05,1.0989010989010988,1.095684657295265,0.0873286457542135,-1.6610937749448436,finite,0.18990459978043422,0.15678627988103966
83,constant,0.01,0.7324538095768816,0.584971822798056,0.5850545507660128,8.272796795671944e-05,reverse,1.7857142857142856,reverse,1.7702064449793424,0.584971822798056,0.5850545507660128,8.272796795671944e-05,1.7857142857142856,1.7702064449793424,0.4350941367114559,0.8796082150203818,finite,0.5849718227980562,0.1914903031080896,0.19149278715713786,2.4840490482624933e-06,1.0869565217391304,1.086043487357699,0.07922655801476185,-1.6529051360465608,finite,0.1914903031080896,0.1473992588108688
83,linear,0.012048192771084338,0.7088688973900563,0.5504584378281014,0.5504983582123935,3.992038429201372e-05,reverse,1.7241379310344829,reverse,1.7343040291657363,0.5504584378281014,0.5504983582123935,3.992038429201372e-05,1.7241379310344829,1.7343040291657363,0.42339982887485045,0.7996157726019231,finite,0.5504584378281014,0.1867140099942285,0.18676289892337603,4.888892914753362e-05,1.0989010989010988,1.0945241350432153,0.08636094172512983,-1.6779153868143042,finite,0.1867140099942285,0.15837053917766286
84,constant,0.01,0.7291186497432534,0.5794256612271304,0.5794358685962072,1.0207369076864481e-05,reverse,1.7543859649122808,reverse,1.7597163466024845,0.5794256612271304,0.5794358685962072,1.0207369076864481e-05,1.7543859649122808,1.7597163466024845,0.43172659506703015,0.8661582989416019,finite,0.5794256612271306,0.18799889772026807,0.1880049386851591,6.04096489104089e-06,1.0869565217391304,1.085528098684676,0.07878939180690916,-1.6712870468953176,finite,0.18799889772026807,0.14968278114704614
84,linear,0.011904761904761904,0.7069296126782691,0.5469847199277653,0.5469866510216257,1.9310938603744887e-06,reverse,1.7241379310344829,reverse,1.726351804105102,0.5469847199277653,0.5469866510216257,1.9310938603744887e-06,1.7241379310344829,1.726351804105102,0.4207437918377389,0.7918336859898433,finite,0.5469847199277653,0.183569758753412,0.18364685083079665,7.709207738465507e-05,1.0989010989010988,1.0933914924594164,0.08541450441446778,-1.6947406545313484,finite,0.183569758753412,0.15994296165664346
85,constant,0.01,0.7258017508234338,0.5738104431232552,0.5738195488976735,9.105774418260992e-06,reverse,1.7543859649122808,reverse,1.7494145501629836,0.5738104431232552,0.5738195488976735,9.105774418260992e-06,1.7543859649122808,1.7494145501629836,0.4283801973026717,0.852892428266519,finite,0.5738104431232554,0.18457115044663946,0.1845821599057873,1.100945914783713e-05,1.0869565217391304,1.0850218983438706,0.0783596151134317,-1.6896606034806578,finite,0.18457115044663946,0.15198220192576029
85,linear,0.011764705882352941,0.705072433922024,0.5434569834607561,0.5434696422066074,1.2658745851323872e-05,reverse,1.7241379310344829,reverse,1.7185251502571512,0.5434569834607561,0.5434696422066074,1.2658745851323872e-05,1.7241379310344829,1.7185251502571512,0.4181056937977515,0.7841000799678748,finite,0.5434569834607562,0.18050049244552666,0.180582155730046,8.166328451933436e-05,1.0869565217391304,1.0922855523341821,0.0844884857599468,-1.711569448362308,finite,0.18050049244552666,0.16160279171541658
86,constant,0.01,0.7224652195281555,0.5681202545053774,0.568206279130528,8.602462515061582e-05,reverse,1.7543859649122808,reverse,1.7392954549967805,0.5681202545053774,0.568206279130528,8.602462515061582e-05,1.7543859649122808,1.7392954549967805,0.42505455463180575,0.8398073027638276,finite,0.5681202545053776,0.1812059006212106,0.18122318286314104,1.728224193042749e-05,1.0869565217391304,1.0845245055592623,0.07793692546917137,-1.7080259528111659,finite,0.1812059006212106,0.15425894039762744
86,linear,0.011627906976744186,0.7031375043696538,0.5398750268576907,0.5399476962844941,7.266942680339561e-05,reverse,1.7241379310344829,reverse,1.7108205836998238,0.5398750268576907,0.5399476962844941,7.266942680339561e-05,1.7241379310344829,1.7108205836998238,0.41548517154417325,0.7764150922334149,finite,0.5398750268576907,0.17751633952526777,0.17756800003534182,5.166051007404748e-05,1.0869565217391304,1.0912056364199751,0.08358244621903009,-1.7284016446396138,finite,0.17751633952526777,0.1631898080851597
87,constant,0.01,0.7191326723040714,0.5625860228175339,0.56259674089625,1.0718078716109858e-05,reverse,1.7241379310344829,reverse,1.729353605400866,0.5625860228175339,0.56259674089625,1.0718078716109858e-05,1.7241379310344829,1.729353605400866,0.4217492611823601,0.8268997196841241,finite,0.5625860228175341,0.17790200874018494,0.17792676647714414,2.4757736959202248e-05,1.0869565217391304,1.084035744691131,0.0775211934686479,-1.7263832376339514,finite,0.17790200874018494,0.1565359314078214
87,linear,0.011494252873563218,0.7011543357562108,0.5363917558796535,0.5364211707883532,2.9414908699676445e-05,reverse,1.6949152542372883,reverse,1.7032348458867068,0.5363917558796535,0.5364211707883532,2.9414908699676445e-05,1.6949152542372883,1.7032348458867068,0.41288190385783335,0.7687788346256025,finite,0.5363917558796535,0.17457453832514552,0.1746035811113229,2.9042786177380098e-05,1.0869565217391304,1.09015065694837,0.0826955947545145,-1.7452371254128412,finite,0.17457453832514552,0.16473316496785761
88,constant,0.01,0.7157644916882486,0.556983238300263,0.5569916098717247,8.371571461718297e-06,reverse,1.7241379310344829,reverse,1.7195839590776425,0.556983238300263,0.5569916098717247,8.371571461718297e-06,1.7241379310344829,1.7195839590776425,0.4184639867562011,0.8141665697748692,finite,0.5569832383002632,0.17465835607611685,0.17469169587426814,3.33397981512884e-05,1.0869565217391304,1.0835554515783312,0.07711229864297428,-1.7447325966051528,finite,0.17465835607611685,0.15877288181652394
88,linear,0.011363636363636364,0.6992746023383982,0.5328901039220726,0.5328904166066968,3.126846241929826e-07,reverse,1.6949152542372883,reverse,1.6957649367838163,0.5328901039220726,0.5328904166066968,3.126846241929826e-07,1.6949152542372883,1.6957649367838163,0.4102956262932304,0.7611913948930549,finite,0.5328901039220726,0.1716748559082264,0.17168810726074757,1.3251352521170823e-05,1.0869565217391304,1.0891197888401802,0.08182735246697274,-1.7620757781209007,finite,0.1716748559082264,0.16638418573170144
89,constant,0.01,0.7123891431361639,0.5513086883708549,0.5513915557461345,8.286737527962718e-05,reverse,1.7241379310344829,reverse,1.7099815944274321,0.5513086883708549,0.5513915557461345,8.286737527962718e-05,1.7241379310344829,1.7099815944274321,0.4151983838546294,0.8016048335023801,finite,0.5513086883708551,0.17147384429910015,0.17151678173981189,4.293744071173777e-05,1.0869565217391304,1.0830832408070286,0.0767099311269201,-1.7630741644531331,finite,0.17147384429910015,0.16099758739002934
89,linear,0.011235955056179775,0.6973464789143535,0.5293370840166981,0.5293557782993991,1.869428270095952e-05,reverse,1.6949152542372883,reverse,1.6884076479535788,0.5293370840166981,0.5293557782993991,1.869428270095952e-05,1.6949152542372883,1.6884076479535788,0.40772597114681275,0.7536528383391048,finite,0.5293370840166981,0.16881703597536493,0.16882079769983258,3.761724467643557e-06,1.0869565217391304,1.0881122878935128,0.08097720141005871,-1.7789174952876698,finite,0.16881703597536493,0.16799070061495447
90,constant,0.01,0.7090312588592406,0.5457836072699347,0.5457972421606861,1.3634890751457185e-05,reverse,1.6949152542372883,reverse,1.7005414831326247,0.5457836072699347,0.5457972421606861,1.3634890751457185e-05,1.6949152542372883,1.7005414831326247,0.41195201062789344,0.7892115774680076,finite,0.5457836072699349,0.1683473951048638,0.16840085969130208,5.3464586438289885e-05,1.0869565217391304,1.0826189302286675,0.07631395306492288,-1.7814080721317034,finite,0.1683473951048638,0.16323401669855442
90,linear,0.011111111111111112,0.6953789944009563,0.525732488915327,0.5258175943917764,8.51054764494652e-05,reverse,1.6949152542372883,reverse,1.681160102454242,0.525732488915327,0.5258175943917764,8.51054764494652e-05,1.6949152542372883,1.681160102454242,0.4051726551563115,0.7461632093537625,finite,0.525732488915327,0.16600080090718697,0.16600088252250347,8.161531650507925e-08,1.0869565217391304,1.0871272056306758,0.08014444416385523,-1.7957621742391026,finite,0.16600080090718697,0.16956140000917985
91,constant,0.01,0.7057210129103773,0.5402034334203799,0.5402093266510184,5.893230638487346e-06,reverse,1.6949152542372883,reverse,1.6912593805575724,0.5402034334203799,0.5402093266510184,5.893230638487346e-06,1.6949152542372883,1.6912593805575724,0.40872463946345045,0.7769839510062775,finite,0.54020343342038,0.1652779498496486,0.16534278967155938,6.483982191077264e-05,1.0869565217391304,1.0821623311967925,0.07592422026548183,-1.7997344469668157,finite,0.1652779498496486,0.16551168625935886
91,linear,0.01098901098901099,0.6934044818366004,0.5222510013496287,0.5222761976485228,2.519629889419228e-05,reverse,1.6666666666666667,reverse,1.674019657626248,0.5222510013496287,0.5222761976485228,2.519629889419228e-05,1.6666666666666667,1.674019657626248,0.40263544968283393,0.7387225328409892,finite,0.5222510013496287,0.1632258536614576,0.1632276026553035,1.7489938459180898e-06,1.0869565217391304,1.0861639696975196,0.07932869447097834,-1.812609716836358,finite,0.1632258536614576,0.17112828418807757
92,constant,0.01,0.7024081043754601,0.5345547055937125,0.5346284605922691,7.375499855655221e-05,reverse,1.6949152542372883,reverse,1.6821307026682963,0.5345547055937125,0.5346284605922691,7.375499855655221e-05,1.6949152542372883,1.6821307026682963,0.405515874352843,0.7649191829539316,finite,0.5345547055937128,0.1622644691917406,0.16234145536082717,7.698616908657918e-05,1.0869565217391304,1.0817131833237312,0.07554052643849155,-1.8180534127956909,finite,0.1622644691917406,0.167779643783191
92,linear,0.010869565217391304,0.6915058862715969,0.5187318677232118,0.5187319153290723,4.760586047591886e-08,reverse,1.6666666666666667,reverse,1.6669833573578616,0.5187318677232118,0.5187319153290723,4.760586047591886e-08,1.6666666666666667,1.6669833573578616,0.400113986989659,0.731330815549206,finite,0.5187318677232118,0.16049187953648886,0.16050020980282304,8.330266334177772e-06,1.0869565217391304,1.0852219448890057,0.07852950752642769,-1.8294600292302228,finite,0.16049187953648886,0.17277397094252467
