n,regime,epsilon,minimax,achievability,converse,converse_reverse,converse_forward,achievability_lambda,converse_reverse_lambda,converse_forward_lambda,lp_objective,worst_type_i,worst_type_i_s,worst_type_ii,worst_type_ii_t,lp_iterations,active_null_constraints,active_alternative_constraints,achievability_type_i,achievability_worst_s,achievability_worst_t,achievability_eta,achievability_threshold,projection_s,projection_t,projection_D,achievability_minus_minimax,minimax_minus_converse,type_count
70,constant,0.01,0.775840719044134,0.7840111516178533,0.6579863734247118,0.6579863734247118,0.24331131763806724,0.88,1.923076923076923,1.0989010989010988,0.775840719044134,0.01000000000000099,1.0,0.7758407204715889,0.43777379284052753,8.0,17.0,24.0,0.01,1.0,0.0,0.5512444785628979,2.4157527973026776,1.0,0.44063524601551607,0.015273582206009237,0.0081704325737193,0.11785434561942221,2556
70,linear,0.014285714285714285,0.7330237495809996,0.7381362603730031,0.5954866480617682,0.5954866480617682,0.23233161908552613,0.98,1.8518518518518516,1.1111111111111112,0.7330237495809996,0.014285714285715264,1.0,0.7330237511867567,0.43781424214250764,5.0,17.0,21.0,0.014285714285714285,1.0,0.0,0.9025973992800298,2.194220084102809,1.0,0.43985095710519145,0.01704244078727933,0.005112510792003477,0.13753710151923138,2556
71,constant,0.01,0.7724914345913967,0.7784465231274117,0.6523828675809715,0.6523828675809715,0.2388284318336936,0.88,1.923076923076923,1.0989010989010988,0.7724914345913967,0.010000000000003301,1.0,0.7724914354840715,0.43777417208132363,6.0,17.0,22.0,0.01,1.0,0.0,0.0732580512376234,2.4025753126613574,1.0,0.44063524601551607,0.015273582206009237,0.005955088536015007,0.12010856701042516,2628
71,linear,0.014084507042253521,0.7312237584161135,0.7395465184656009,0.5920482464488106,0.5920482464488106,0.22847139651069595,0.98,1.8518518518518516,1.1111111111111112,0.7312237584161135,0.0140845070422564,1.0,0.7312237601865986,0.46929055117572366,11.0,17.0,27.0,0.014084507042253523,1.0,0.0,0.3691518373243974,2.220734583334887,1.0,0.43985095710519145,0.01704244078727933,0.008322760049487399,0.13917551196730293,2628
72,constant,0.01,0.7691487931139229,0.7731068007470965,0.6467725024916067,0.6467725024916067,0.2344515493780053,0.98,1.8867924528301885,1.0869565217391304,0.7691487931139229,0.010000000000000774,1.0,0.769148794739315,0.46935839032612775,12.0,17.0,28.0,0.01,1.0,0.0,0.11974119744049878,2.4121600779703005,1.0,0.43985095710519145,0.01704244078727933,0.003958007633173555,0.12237629062231625,2701
72,linear,0.013888888888888888,0.7294273094504397,0.7363835018215628,0.5886156766922719,0.5886156766922719,0.22466248473513095,0.88,1.8181818181818181,1.1111111111111112,0.7294273094504397,0.013888888888889622,1.0,0.7294273105752322,0.4377425628672115,8.0,17.0,24.0,0.013888888888888888,1.0,0.0,0.5074080396052674,2.226651661144732,1.0,0.44063524601551607,0.015273582206009237,0.006956192371123104,0.14081163275816777,2701
73,constant,0.01,0.7658156807043127,0.7748967301223882,0.6412160232275564,0.6412160232275564,0.2301768399572393,0.88,1.8867924528301885,1.0869565217391304,0.7658156807043127,0.009999999999999508,1.0,0.7658156814820288,0.4388210416207758,13.0,17.0,29.0,0.010000000000000004,1.0,0.0,0.9638906813451157,2.4552554038108885,1.0,0.44063524601551607,0.015273582206009237,0.009081049418075526,0.12459965747675628,2775
73,linear,0.0136986301369863,0.7275749092970546,0.7324048897133001,0.5852343975546901,0.5852343975546901,0.2209049815667985,0.98,1.8181818181818181,1.1111111111111112,0.7275749092970546,0.01369863013698533,1.0,0.7275749105027766,0.40181777895388154,9.0,17.0,25.0,0.0136986301369863,1.0,0.0,0.37754024916488776,2.235761583070559,1.0,0.43985095710519145,0.01704244078727933,0.004829980416245494,0.1423405117423645,2775
74,constant,0.01,0.7625126568897196,0.7706657058455905,0.6355721372298018,0.6355721372298018,0.22598007048048505,0.98,1.8867924528301885,1.0869565217391304,0.7625126568897196,0.00999999999999515,1.0,0.7625126569335637,0.4376896091330059,3.0,17.0,19.0,0.01,1.0,0.0,0.2396181470763301,2.4461880770702145,1.0,0.43985095710519145,0.01704244078727933,0.008153048955870879,0.12694051965991782,2850
74,linear,0.013513513513513514,0.725711449757948,0.7353502455374477,0.5817900097842899,0.5817900097842899,0.21719892029144958,0.98,1.8181818181818181,1.1111111111111112,0.725711449757948,0.013513513513508843,1.0,0.7257114505631117,0.43889871377679157,11.0,17.0,27.0,0.013513513513513514,1.0,0.0,0.05376430232607013,2.262276082302636,1.0,0.43985095710519145,0.01704244078727933,0.009638795779499665,0.14392143997365814,2850
75,constant,0.01,0.759225011117911,0.7669377326249947,0.629978989184307,0.629978989184307,0.2218598198839287,0.98,1.8518518518518516,1.0869565217391304,0.759225011117911,0.010000000000000692,1.0,0.759225012674791,0.4377631249557067,8.0,17.0,24.0,0.010000000000000002,1.0,0.0,0.5381147404149677,2.45370157693805,1.0,0.43985095710519145,0.01704244078727933,0.007712721507083686,0.12924602193360402,2926
75,linear,0.013333333333333334,0.7239052644752062,0.7315505902994129,0.5782823612366406,0.5782823612366406,0.213553170301333,0.98,1.8181818181818181,1.0989010989010988,0.7239052644752062,0.013333333333334276,1.0,0.7239052658101375,0.5816830181961875,11.0,17.0,27.0,0.013333333333333336,1.0,0.0,0.16042066939997077,2.269789582170473,1.0,0.43985095710519145,0.01704244078727933,0.007645325824206739,0.14562290323856564,2926
76,constant,0.01,0.7558627641607915,0.7620655429051248,0.6243909304144889,0.6243909304144889,0.21781469301373602,0.98,1.8518518518518516,1.0869565217391304,0.7558627641607915,0.01000000000000226,1.0,0.7558627655320906,0.43789925700047166,7.0,17.0,23.0,0.01,1.0,0.0,0.929341832976722,2.4612150768058876,1.0,0.43985095710519145,0.01704244078727933,0.006202778744333393,0.13147183374630256,3003
76,linear,0.013157894736842105,0.7220715329596511,0.7272908573471382,0.5748785100145304,0.5748785100145304,0.21003307050684586,0.98,1.7857142857142856,1.0989010989010988,0.7220715329596511,0.013157894736844528,1.0,0.7220715336440723,0.4376286383145695,9.0,17.0,25.0,0.013157894736842105,1.0,0.0,0.292720324706624,2.2773030820383084,1.0,0.43985095710519145,0.01704244078727933,0.005219324387487068,0.1471930229451207,3003
77,constant,0.01,0.7525111817572291,0.7564920573406547,0.6187184807590125,0.6187184807590125,0.21384332015364088,0.98,1.8518518518518516,1.0869565217391304,0.7525111817572291,0.009999999999996836,1.0,0.7525111829673453,0.43778015805067905,8.0,17.0,24.0,0.01,1.0,0.0,0.151825690481597,2.4505987200058876,1.0,0.43985095710519145,0.01704244078727933,0.003980875583425636,0.1337927009982166,3081
77,linear,0.012987012987012988,0.7201452229831954,0.7219990960318007,0.5714356362663648,0.5714356362663648,0.20656032532768048,0.98,1.7857142857142856,1.0989010989010988,0.7201452229831954,0.012987012987009291,1.0,0.7201452235554325,0.8171516888721079,15.0,17.0,31.0,0.012987012987012988,1.0,0.0,0.024100040797972636,2.284816581906146,1.0,0.43985095710519145,0.01704244078727933,0.0018538730486052923,0.14870958671683054,3081
78,constant,0.01,0.7491498287264114,0.7539294608486485,0.6131422441904386,0.6131422441904386,0.2099443565611469,0.98,1.8181818181818181,1.0869565217391304,0.7491498287264114,0.010000000000001315,1.0,0.7491498299400823,0.4339332975045871,18.0,17.0,34.0,0.010000000000000002,1.0,0.0,0.628219360844806,2.4771132192379635,1.0,0.43985095710519145,0.01704244078727933,0.0047796321222370874,0.13600758453597284,3160
78,linear,0.01282051282051282,0.7183386414770031,0.7273717544234007,0.5679328143140194,0.5679328143140194,0.2031349136940197,0.98,1.7857142857142856,1.0989010989010988,0.7183386414770031,0.01282051282051448,1.0,0.7183386420772675,0.4377876893935563,8.0,17.0,24.0,0.01282051282051282,1.0,0.0,0.811678081065584,2.3294609378060596,1.0,0.43985095710519145,0.01704244078727933,0.009033112946397637,0.15040582716298367,3160
79,constant,0.01,0.7458420080297106,0.7539757569244481,0.6075340660859687,0.6075340660859687,0.20611648201218571,0.98,1.8181818181818181,1.0869565217391304,0.7458420080297106,0.010000000000003947,1.0,0.7458420096129239,0.43862767591115687,6.0,17.0,22.0,0.01,1.0,0.0,0.28456611041006385,2.4846267191058002,1.0,0.43985095710519145,0.01704244078727933,0.008133748894737503,0.13830794194374185,3240
79,linear,0.012658227848101266,0.71646378052558,0.7220089835715872,0.5644249886442219,0.5644249886442219,0.19975676702502812,0.98,1.7543859649122808,1.0989010989010988,0.71646378052558,0.012658227848104935,1.0,0.7164637819175764,0.43773289584530034,8.0,17.0,24.0,0.012658227848101266,1.0,0.0,0.1990416327490411,2.3188445810060587,1.0,0.43985095710519145,0.01704244078727933,0.005545203046007141,0.15203879188135816,3240
80,constant,0.01,0.7425377681716976,0.750409822353776,0.6018445876555285,0.6018445876555285,0.20235840035407707,0.98,1.8181818181818181,1.0869565217391304,0.7425377681716976,0.009999999999999126,1.0,0.7425377694185439,0.43775854508247836,8.0,17.0,24.0,0.009999999999999997,1.0,0.0,0.6030663173190902,2.492140218973636,1.0,0.43985095710519145,0.01704244078727933,0.00787205418207837,0.14069318051616908,3321
80,linear,0.0125,0.7145241588993864,0.7168484299444953,0.560990473577452,0.560990473577452,0.19642577320697716,0.98,1.7543859649122808,1.0989010989010988,0.7145241588993864,0.012499999999999161,1.0,0.7145241606703144,0.5236837630304442,9.0,17.0,25.0,0.0125,1.0,0.0,0.07963668924516056,2.3263580808738946,1.0,0.43985095710519145,0.01704244078727933,0.0023242710451089055,0.15353368532193434,3321
81,constant,0.01,0.7391821004765763,0.7459602486836722,0.5962842306805116,0.5962842306805116,0.19866883906664007,0.98,1.7857142857142856,1.0869565217391304,0.7391821004765763,0.009999999999997957,1.0,0.7391821017009788,0.43792120974890564,7.0,17.0,23.0,0.01,1.0,0.0,0.9419819962941085,2.499653718841474,1.0,0.43985095710519145,0.01704244078727933,0.00677814820709588,0.14289786979606467,3403
81,linear,0.012345679012345678,0.7126749219109026,0.7213288919826245,0.5574991454610547,0.5574991454610547,0.19314178026890216,0.98,1.7543859649122808,1.0989010989010988,0.7126749219109026,0.012345679012343777,1.0,0.7126749228483189,0.43776064121525227,8.0,17.0,24.0,0.012345679012345678,1.0,0.0,0.7818431800905822,2.371002436773808,1.0,0.43985095710519145,0.01704244078727933,0.008653970071721862,0.15517577644984792,3403
82,constant,0.01,0.7358370338165742,0.7404648890795879,0.5906671038771161,0.5906671038771161,0.1950465488313064,0.98,1.7857142857142856,1.0869565217391304,0.7358370338165742,0.010000000000003239,1.0,0.7358370343700661,0.43763110243356956,9.0,17.0,25.0,0.009999999999999993,1.0,0.0,0.26133646447668757,2.489037362041473,1.0,0.43985095710519145,0.01704244078727933,0.0046278552630136804,0.1451699299394581,3486
82,linear,0.012195121951219513,0.7107906717934905,0.7175629352372184,0.5539508169302875,0.5539508169302875,0.18990459978043422,0.98,1.7543859649122808,1.0989010989010988,0.7107906717934905,0.012195121951222855,1.0,0.7107906727807103,0.43793808245007665,7.0,17.0,23.0,0.012195121951219514,1.0,0.0,0.8625005708193759,2.3785159366416457,1.0,0.43985095710519145,0.01704244078727933,0.006772263443727833,0.15683985486320307,3486
83,constant,0.01,0.7324538095768816,0.7355203808942211,0.584971822798056,0.584971822798056,0.1914903031080896,0.98,1.7857142857142856,1.0869565217391304,0.7324538095768816,0.010000000000003261,1.0,0.7324538107844186,0.437689520752354,8.0,17.0,24.0,0.01,1.0,0.0,0.393309063218805,2.4965508619093084,1.0,0.43985095710519145,0.01704244078727933,0.0030665713173395615,0.1474819867788255,3570
83,linear,0.012048192771084338,0.7088688973900563,0.7122200127314274,0.5504584378281014,0.5504584378281014,0.1867140099942285,0.98,1.7241379310344829,1.0989010989010988,0.7088688973900563,0.01204819277108755,1.0,0.7088688982611134,0.4376274237279209,9.0,17.0,25.0,0.012048192771084338,1.0,0.0,0.1230451706352035,2.367899579841645,1.0,0.43985095710519145,0.01704244078727933,0.0033511153413711137,0.15841045956195487,3570
84,constant,0.01,0.7291186497432534,0.7352935800349145,0.5794256612271304,0.5794256612271304,0.18799889772026807,0.98,1.7543859649122808,1.0869565217391304,0.7291186497432534,0.009999999999997856,1.0,0.7291186514626748,0.42680643212059666,9.0,17.0,25.0,0.01,1.0,0.0,0.6546079534190352,2.5230653611413865,1.0,0.43985095710519145,0.01704244078727933,0.006174930291661163,0.149692988516123,3655
84,linear,0.011904761904761904,0.7069296126782691,0.7140868838063328,0.5469847199277653,0.5469847199277653,0.183569758753412,0.98,1.7241379310344829,1.0989010989010988,0.7069296126782691,0.011904761904759748,1.0,0.7069296138268477,0.43791024290601777,9.0,17.0,25.0,0.011904761904761904,1.0,0.0,0.8151235739228814,2.4125439357415583,1.0,0.43985095710519145,0.01704244078727933,0.007157271128063636,0.15994489275050383,3655
85,constant,0.01,0.7258017508234338,0.7343195418391412,0.5738104431232552,0.5738104431232552,0.18457115044663946,0.98,1.7543859649122808,1.0869565217391304,0.7258017508234338,0.009999999999997743,1.0,0.725801751625442,0.4377599004443912,8.0,17.0,24.0,0.01,1.0,0.0,0.7560570653288536,2.5305788610092224,1.0,0.43985095710519145,0.01704244078727933,0.008517791015707377,0.15199130770017855,3741
85,linear,0.011764705882352941,0.705072433922024,0.7126142671840151,0.5434569834607561,0.5434569834607561,0.18050049244552666,0.98,1.7241379310344829,1.0869565217391304,0.705072433922024,0.011764705882350738,1.0,0.7050724351172836,0.4377669762670959,8.0,17.0,24.0,0.011764705882352941,1.0,0.0,0.7089304646094332,2.4200574356093942,1.0,0.43985095710519145,0.01704244078727933,0.007541833261991093,0.1616154504612679,3741
86,constant,0.01,0.7224652195281555,0.7298712104647642,0.5681202545053774,0.5681202545053774,0.1812059006212106,0.98,1.7543859649122808,1.0869565217391304,0.7224652195281555,0.01000000000000268,1.0,0.7224652208642016,0.43796342824591555,7.0,17.0,23.0,0.01,1.0,0.0,0.10632954846014399,2.519962504209221,1.0,0.43985095710519145,0.01704244078727933,0.007405990936608764,0.15434496502277806,3828
86,linear,0.011627906976744186,0.7031375043696538,0.7077719031519986,0.5398750268576907,0.5398750268576907,0.17751633952526777,0.98,1.7241379310344829,1.0869565217391304,0.7031375043696538,0.011627906976746994,1.0,0.703137506107819,0.4377314482057339,8.0,17.0,24.0,0.011627906976744184,1.0,0.0,0.07379275864466857,2.4094410788093943,1.0,0.43985095710519145,0.01704244078727933,0.004634398782344729,0.1632624775119631,3828
87,constant,0.01,0.7191326723040714,0.7249699114057566,0.5625860228175339,0.5625860228175339,0.17790200874018494,0.98,1.7241379310344829,1.0869565217391304,0.7191326723040714,0.009999999999999416,1.0,0.7191326730060636,0.43762709078572487,9.0,17.0,25.0,0.009999999999999998,1.0,0.0,0.44123225138679373,2.5274760040770587,1.0,0.43985095710519145,0.01704244078727933,0.00583723910168521,0.15654664948653751,3916
87,linear,0.011494252873563218,0.7011543357562108,0.7025053014723445,0.5363917558796535,0.5363917558796535,0.17457453832514552,0.98,1.6949152542372883,1.0869565217391304,0.7011543357562108,0.011494252873562465,1.0,0.7011543363138643,0.4277240995702869,11.0,17.0,27.0,0.011494252873563218,1.0,0.0,0.6116222751819981,2.4350844353450665,1.0,0.43985095710519145,0.01704244078727933,0.0013509657161336897,0.1647625798765573,3916
88,constant,0.01,0.7157644916882486,0.720269867056216,0.556983238300263,0.556983238300263,0.17465835607611685,0.98,1.7241379310344829,1.0869565217391304,0.7157644916882486,0.009999999999999136,1.0,0.7157644929147071,0.4377260269519986,8.0,17.0,24.0,0.009999999999999998,1.0,0.0,0.8344355636718674,2.5349895039448946,1.0,0.43985095710519145,0.01704244078727933,0.004505375367967357,0.15878125338798565,4005
88,linear,0.011363636363636364,0.6992746023383982,0.7073296548895693,0.5328901039220726,0.5328901039220726,0.1716748559082264,0.98,1.6949152542372883,1.0869565217391304,0.6992746023383982,0.011363636363635573,1.0,0.6992746034510244,0.4377506952384457,8.0,17.0,24.0,0.011363636363636364,1.0,0.0,0.7327747128548809,2.4615989345771445,1.0,0.43985095710519145,0.01704244078727933,0.008055052551171116,0.16638449841632563,4005
89,constant,0.01,0.7123891431361639,0.714866043685231,0.5513086883708549,0.5513086883708549,0.17147384429910015,0.98,1.7241379310344829,1.0869565217391304,0.7123891431361639,0.010000000000001024,1.0,0.712389144057931,0.437774326200059,8.0,17.0,24.0,0.01,1.0,0.0,0.10608169705963513,2.524373147144894,1.0,0.43985095710519145,0.01704244078727933,0.002476900549067129,0.16108045476530897,4095
89,linear,0.011235955056179775,0.6973464789143535,0.703450816752276,0.5293370840166981,0.5293370840166981,0.16881703597536493,0.98,1.6949152542372883,1.0869565217391304,0.6973464789143535,0.011235955056180913,1.0,0.6973464794332808,0.4377380330605115,8.0,17.0,24.0,0.011235955056179775,1.0,0.0,0.8328691003059694,2.4691124344449804,1.0,0.43985095710519145,0.01704244078727933,0.006104337837922524,0.16800939489765543,4095
90,constant,0.01,0.7090312588592406,0.7166579790299246,0.5457836072699347,0.5457836072699347,0.1683473951048638,0.98,1.6949152542372883,1.0869565217391304,0.7090312588592406,0.010000000000000314,1.0,0.7090312605671387,0.4380349247882882,12.0,17.0,28.0,0.01,1.0,0.0,0.2359874633124643,2.5508876463769714,1.0,0.43985095710519145,0.01704244078727933,0.007626720170683998,0.16324765158930588,4186
90,linear,0.011111111111111112,0.6953789944009563,0.6982012632894979,0.525732488915327,0.525732488915327,0.16600080090718697,0.98,1.6949152542372883,1.0869565217391304,0.6953789944009563,0.011111111111111448,1.0,0.6953789952152205,0.4376267564238415,9.0,17.0,25.0,0.011111111111111112,1.0,0.0,0.10703942707415819,2.4584960776449805,1.0,0.43985095710519145,0.01704244078727933,0.002822268888541646,0.16964650548562932,4186
91,constant,0.01,0.7057210129103773,0.7127435449567254,0.5402034334203799,0.5402034334203799,0.1652779498496486,0.98,1.6949152542372883,1.0869565217391304,0.7057210129103773,0.010000000000003758,1.0,0.7057210137959741,0.43797124626262335,7.0,17.0,23.0,0.009999999999999997,1.0,0.0,0.49311557393836475,2.5584011462448073,1.0,0.43985095710519145,0.01704244078727933,0.007022532046348173,0.16551757948999735,4278
91,linear,0.01098901098901099,0.6934044818366004,0.7008091986171637,0.5222510013496287,0.5222510013496287,0.1632258536614576,0.98,1.6666666666666667,1.0869565217391304,0.6934044818366004,0.01098901098901459,1.0,0.6934044828495403,0.4379134597336009,7.0,17.0,23.0,0.01098901098901099,1.0,0.0,0.8456198786717004,2.503140433544894,1.0,0.43985095710519145,0.01704244078727933,0.007404716780563314,0.17115348048697177,4278
92,constant,0.01,0.7024081043754601,0.7099389906440969,0.5345547055937125,0.5345547055937125,0.1622644691917406,0.98,1.6949152542372883,1.0869565217391304,0.7024081043754601,0.010000000000001612,1.0,0.7024081049028754,0.4376264109047336,9.0,17.0,25.0,0.01,1.0,0.0,0.6983012758934202,2.565914646112645,1.0,0.43985095710519145,0.01704244078727933,0.007530886268636849,0.16785339878174754,4371
92,linear,0.010869565217391304,0.6915058862715969,0.6989066067674632,0.5187318677232118,0.5187318677232118,0.16049187953648886,0.98,1.6666666666666667,1.0869565217391304,0.6915058862715969,0.010869565217392956,1.0,0.6915058875656087,0.43776247153226333,8.0,17.0,24.0,0.010869565217391304,1.0,0.0,0.7685479769008468,2.5106539334127307,1.0,0.43985095710519145,0.01704244078727933,0.007400720495866264,0.17277401854838514,4371
93,constant,0.01,0.6990668711480218,0.7050132787301047,0.5290355458888958,0.5290355458888958,0.1593059327395409,0.98,1.6666666666666667,1.0869565217391304,0.6990668711480218,0.009999999999998614,1.0,0.699066871989628,0.4377275091612206,8.0,17.0,24.0,0.010000000000000002,1.0,0.0,0.17936694459786617,2.555298289312644,1.0,0.43985095710519145,0.01704244078727933,0.005946407582082869,0.170031325259126,4465
93,linear,0.010752688172043012,0.6895439791587546,0.6940578645400144,0.5151638982329243,0.5151638982329243,0.1577985478103869,0.98,1.6666666666666667,1.0869565217391304,0.6895439791587546,0.010752688172041525,1.0,0.6895439810960433,0.43773242252992783,8.0,17.0,24.0,0.01075268817204301,1.0,0.0,0.12386248046167722,2.5000375766127303,1.0,0.43985095710519145,0.01704244078727933,0.004513885381259741,0.17438008092583035,4465
94,constant,0.01,0.6957238307996442,0.7002984001608816,0.5234878002474449,0.5234878002474449,0.1564013387060518,0.98,1.6666666666666667,1.0869565217391304,0.6957238307996442,0.009999999999999004,1.0,0.69572383257303,0.43776244281919113,8.0,17.0,24.0,0.01,1.0,0.0,0.43138332720054046,2.56281178918048,1.0,0.43985095710519145,0.01704244078727933,0.004574569361237457,0.17223603055219927,4560
94,linear,0.010638297872340425,0.6875300650629799,0.6891605052305043,0.5115468861245904,0.5115468861245904,0.15514551326514894,0.98,1.6666666666666667,1.0869565217391304,0.6875300650629799,0.01063829787233944,1.0,0.6875300660175688,0.4377546095208971,8.0,17.0,24.0,0.010638297872340425,1.0,0.0,0.08876422487610575,2.507551076480566,1.0,0.43985095710519145,0.01704244078727933,0.0016304401675244495,0.17598317893838944,4560
95,constant,0.01,0.6923663259806172,0.6954709493250267,0.5178747047023367,0.5178747047023367,0.1535497035696628,0.98,1.6666666666666667,1.0869565217391304,0.6923663259806172,0.01000000000000297,1.0,0.6923663267756207,0.4376180187124544,9.0,17.0,25.0,0.01,1.0,0.0,0.94841153700595,2.5703252890483173,1.0,0.43985095710519145,0.01704244078727933,0.0031046233444095295,0.17449162127828055,4656
95,linear,0.010526315789473684,0.6855925624005548,0.6940061895596286,0.5080590458906175,0.5080590458906175,0.15253241760391095,0.98,1.639344262295082,1.0869565217391304,0.6855925624005548,0.010526315789476628,1.0,0.685592563342482,0.43775095077415294,8.0,17.0,24.0,0.010526315789473682,1.0,0.0,0.8532855419894846,2.5521954323804796,1.0,0.43985095710519145,0.01704244078727933,0.008413627159073789,0.17753351650993732,4656
96,constant,0.01,0.6889919169986324,0.6904264249707652,0.5123578473574736,0.5123578473574736,0.15075006174112113,0.98,1.639344262295082,1.0869565217391304,0.6889919169986324,0.01000000000000103,1.0,0.6889919178822325,0.437732421518523,8.0,17.0,24.0,0.01,1.0,0.0,0.07851074262661116,2.5597089322483164,1.0,0.43985095710519145,0.01704244078727933,0.001434507972132848,0.1766340696411588,4753
96,linear,0.010416666666666666,0.6836488475785267,0.6901670599989348,0.5045321731631396,0.5045321731631396,0.14995889076899,0.98,1.639344262295082,1.0869565217391304,0.6836488475785267,0.010416666666667546,1.0,0.6836488482216566,0.43773909912121145,8.0,17.0,24.0,0.010416666666666666,1.0,0.0,0.032107698299397615,2.541579075580479,1.0,0.43985095710519145,0.01704244078727933,0.006518212420408065,0.17911667441538714,4753
97,constant,0.01,0.6856675690059475,0.6928771308309247,0.5068519793588158,0.5068519793588158,0.14800146523657493,0.98,1.639344262295082,1.0869565217391304,0.6856675690059475,0.010000000000001634,1.0,0.6856675709048882,0.438063603648218,7.0,17.0,23.0,0.01,1.0,0.0,0.30500505066797345,2.5862234314803927,1.0,0.43985095710519145,0.01704244078727933,0.007209561824977229,0.17881558964713173,4851
97,linear,0.010309278350515464,0.6816661823255898,0.6851457402804999,0.5009588962490081,0.5009588962490081,0.14742455216777298,0.98,1.639344262295082,1.0869565217391304,0.6816661823255898,0.01030927835051694,1.0,0.6816661832766178,0.4376252624923892,9.0,17.0,25.0,0.010309278350515464,1.0,0.0,0.2477033923217228,2.5490925754483165,1.0,0.43985095710519145,0.01704244078727933,0.003479557954910062,0.1807072860765817,4851
98,constant,0.01,0.6823618658556583,0.6893440499444781,0.501283945728548,0.501283945728548,0.14530298335657715,0.98,1.639344262295082,1.0869565217391304,0.6823618658556583,0.010000000000002118,1.0,0.6823618675485698,0.4379446429821832,7.0,17.0,23.0,0.01,1.0,0.0,0.618959706246383,2.59373693134823,1.0,0.43985095710519145,0.01704244078727933,0.006982184088819787,0.18107792012711033,4950
98,linear,0.01020408163265306,0.679626652464622,0.680407884355178,0.4973390133186134,0.4973390133186134,0.14492901181295612,0.98,1.639344262295082,1.0869565217391304,0.679626652464622,0.010204081632655064,1.0,0.6796266535478088,0.4377262451763592,8.0,17.0,24.0,0.01020408163265306,1.0,0.0,0.06581428442043413,2.5566060753161524,1.0,0.43985095710519145,0.01704244078727933,0.0007812318905560112,0.18228763914600854,4950
99,constant,0.01,0.6790551790353665,0.6862136007065535,0.49576543800848794,0.49576543800848794,0.14265370237094235,0.98,1.6129032258064517,1.0869565217391304,0.6790551790353665,0.0099999999999989,1.0,0.6790551803904323,0.4377591223121285,8.0,17.0,24.0,0.01,1.0,0.0,0.8132737294153678,2.601250431216066,1.0,0.43985095710519145,0.01704244078727933,0.007158421671186965,0.18328974102687856,5050
99,linear,0.010101010101010102,0.6776974324562197,0.6861272127057383,0.4938360198617372,0.4938360198617372,0.14247187138314268,0.98,1.6129032258064517,1.0869565217391304,0.6776974324562197,0.0101010101010089,1.0,0.6776974332634245,0.437763790446311,8.0,17.0,24.0,0.0101010101010101,1.0,0.0,0.9938359171512827,2.601250431216066,1.0,0.43985095710519145,0.01704244078727933,0.00842978024951857,0.18386141259448252,5050
100,constant,0.01,0.6757331062399188,0.681048753671275,0.4903105232259273,0.4903105232259273,0.14005920144530712,0.98,1.6129032258064517,1.0707512486174096,0.6757331062399188,0.010000000000000977,1.0,0.6757331080409544,0.4377338445847539,8.0,17.0,24.0,0.009999999999999992,1.0,0.0,0.3473335432516718,2.590634074416065,1.0,0.43985095710519145,0.01704244078727933,0.005315647431356263,0.1854225830139915,5151
100,linear,0.01,0.6757331062399188,0.681048753671275,0.4903105232259273,0.4903105232259273,0.14005920144530712,0.98,1.6129032258064517,1.0707512486174096,0.6757331062399188,0.010000000000000977,1.0,0.6757331080409544,0.4377338445847539,8.0,17.0,24.0,0.009999999999999992,1.0,0.0,0.3473335432516718,2.590634074416065,1.0,0.43985095710519145,0.01704244078727933,0.005315647431356263,0.1854225830139915,5151
101,constant,0.01,0.6724018823267938,0.6766922043069591,0.4847965960361895,0.4847965960361895,0.13754199936156097,0.98,1.6129032258064517,1.0707512486174096,0.6724018823267938,0.009999999999998984,1.0,0.672401883541682,0.4377538047940455,8.0,17.0,24.0,0.01,1.0,0.0,0.5996635004796101,2.5981475742839026,1.0,0.43985095710519145,0.01704244078727933,0.004290321980165324,0.18760528629060425,5253
101,linear,0.009900990099009901,0.6737230854638167,0.6767261936973277,0.4867409666087793,0.4867409666087793,0.1377503237994421,0.98,1.6129032258064517,1.0707512486174096,0.6737230854638167,0.009900990099008852,1.0,0.6737230869383887,0.4377550411714349,8.0,17.0,24.0,0.009900990099009901,1.0,0.0,0.3837131821496525,2.5981475742839026,1.0,0.43985095710519145,0.01704244078727933,0.0030031082335110204,0.18698211885503735,5253
102,constant,0.01,0.6690677453437632,0.6717115495813939,0.4792722037453252,0.4792722037453252,0.13507003747813748,0.98,1.5873015873015872,1.0707512486174096,0.6690677453437632,0.01000000000000005,1.0,0.669067746387721,0.43762251410248065,9.0,17.0,25.0,0.01,1.0,0.0,0.13384410289879653,2.5875312174839027,1.0,0.43985095710519145,0.01704244078727933,0.0026438042376306647,0.18979554159843803,5356
102,linear,0.00980392156862745,0.6716748461652589,0.6718353348232806,0.4831271562328717,0.4831271562328717,0.1354754676896082,0.98,1.6129032258064517,1.0707512486174096,0.6716748461652589,0.009803921568627498,1.0,0.6716748467061234,0.44218801592806684,7.0,17.0,23.0,0.009803921568627453,1.0,0.0,0.007970238807085623,2.6056610741517403,1.0,0.43985095710519145,0.01704244078727933,0.00016048865802176238,0.18854768993238713,5356
103,constant,0.01,0.6657190005613481,0.6669951675127632,0.4738769406129697,0.4738769406129697,0.1326425027193847,0.98,1.5873015873015872,1.0707512486174096,0.6657190005613481,0.010000000000000928,1.0,0.6657190025542458,0.4377314545602844,8.0,17.0,24.0,0.01,1.0,0.0,0.2570103372808768,2.5950447173517395,1.0,0.43985095710519145,0.01704244078727933,0.0012761669514150809,0.19184205994837844,5460
